Mnemonic,Long Label
GDPR%@APX3.Q.FGI,"Asia-Pacific Excluding Japan, China, India, Real GDP, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 37"
JLPE@WEU.Q.FGBA1,"Western Europe, Index: Labor Productivity: GDP-to-Employed Labor Force, Unit - Index - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 22"
X$@MIE.Q.FGI,"Middle East, Nominal NIA Exports of Goods & Non-Factor Services, US$, Billions - U.S. Dollar, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 10 out of 14"
PSHGBAL@ADVXU.Q.FGBA1,"Advanced Economies Excluding USA (ADVXU), Fiscal Balance: Current, % of GDP, general government, Unit - Percentage, Data edge: 2018Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 31"
MR$%Q@ADV.Q.FGI,"Advanced economies, Real $ NIA Imports of Goods & Non-Factor Services, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 31 out of 32"
C$%@MEA.Q.FGI,"Middle East & Africa, Nominal Private Consumption in U.S. Dollars, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 26 out of 68"
SRTR%Q@DVG.Q.FGI,"Developing Countries, Growth Rate, Real Retail Sales, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 2 out of 119"
IRXG$@NAF.Q.FGBA1,"NAFTA, International Reserves Excluding Gold, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 3"
XE%@EMU11.Q.FGBA1,"Eurozone, 1999-2000, Nominal NIA Exports in Euros, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 11"
IF$@G8.Q.FGBA1,"G-8, Nominal Fixed Investment, US$, Billions - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 8"
PSHCGSAV@NOA.Q.FGI,"North Africa, Fiscal Balance: Overall, % of GDP, central government, Unit - Percentage, Data edge: NA, Data source: IHS Markit, Updated monthly: last update 18 November 2019 Countries in aggregate: 2 out of 7"
ME@SOAS.Q.FGI,"South Asia, Nominal NIA Imports of Goods & Non-Factor Services, euro, Billions - Euro, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 8"
M2%Q@GULF.Q.FGI,"Persian Gulf Countries, Growth Rate, Money Supply M2, Period End, Quarter-on-Quarter, SAAR, Percent Change, lcu, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 8 out of 8"
PGDD$%@WORXC.Q.FGBA1,"World Excluding China, Gross Domestic Demand Deflator, U.S. Dollar Basis, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 203"
PSHIF@EUNXG.Q.FGBA1,"EU: European Union excluding U.K., Nominal share of GDP: Fixed Investment, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 27"
M1$@SEAS.Q.FGI,"South-East Asia, Money Supply M1, Period End, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 11"
M1%@EME.Q.FGI,"Emerging Europe, Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu, Unit - Percent change year ago, Data edge: 2018Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 17 out of 30"
M2%Q@APXC.Q.FGI,"Asia-Pacific Excluding China, Growth Rate, Money Supply M2, Period End, Quarter-on-Quarter, SAAR, Percent Change, lcu, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 39"
IF$@WEU.Q.FGBA1,"Western Europe, Nominal Fixed Investment, US$, Billions - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 22"
CUX$%Q@WORXC.Q.FGI,"World Excluding China, Growth Rate, Nominal Customs Clearance Exports: Total, Quarter-on-Quarter, SAAR, Percent Change, US$, Unit - Percent change on previous period, Data edge: 2018Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 34 out of 203"
RMLONG@XOECD.Q.FGI,"Non-OECD Countries, Interest Rate: Long Term, Unit - Percentage, Data edge: 2014Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 43 out of 172"
XR@MENOM.Q.FGI,"Middle East and North Africa: Oil Importers, Real NIA Exports of Goods & Non-Factor Services, lcu, Unit - Index - 2015, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 6"
IFR$%Q@ADVXU.Q.FGI,"Advanced Economies Excluding USA (ADVXU), Real $ Fixed Investment, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 30 out of 31"
GCR$%Q@NOA.Q.FGI,"North Africa, Real $ Government Consumption, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 7"
GDPR$@APXC.Q.FGI,"Asia-Pacific Excluding China, Real GDP (Gross Domestic Product), US$, Billions - U.S. Dollar - 2015, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 17 out of 39"
XR$%@EG4.Q.FGBA1,"European Group of 4, Real $ NIA Exports of Goods & Non-Factor Services, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 4"
IIE@LCM.Q.FGI,"Latin America and Caribbean plus Mexico, Nominal Change in Inventory, euro, Billions - Euro, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 12 out of 42"
ME%@EMU.Q.FGBA1,"Eurozone, Nominal NIA Imports in Euros, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 19"
CPIE@EMUXG.Q.FGI,"Eurozone Excluding Greece, Consumer Price Index, Euro Basis, Unit - Index - 2015, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 18 out of 18"
BPGBALE@EMUXG.Q.FGBA1,"Eurozone Excluding Greece, BOP Goods Balance, euro, Billions - Euro, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 18"
JSRT@ADVXU.Q.FGBA1,"Advanced Economies Excluding USA (ADVXU), Index, Retail Sales, Nominal (SA - Value), Unit - Index - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 31"
CR%@LEV.Q.FGI,"Levant, Real Private Consumption, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 2 out of 4"
PX%Q@EUN.Q.FGI,"EU: European Union, NIA Exports Deflator, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 28 out of 28"
CR$%@NAF.Q.FGBA1,"NAFTA, Real $ Private Consumption, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 3"
PSHGSAV@EG4.Q.FGBA1,"European Group of 4, Fiscal Balance: Overall, % of GDP, general government, Unit - Percentage, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 4"
RMSPREAD@ADVXU.Q.FGBA1,"Advanced Economies Excluding USA (ADVXU), Interest Rate Spread: Long-Term minus Short-Term, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 31"
GDPR$@LCM.Q.FGI,"Latin America and Caribbean plus Mexico, Real GDP (Gross Domestic Product), US$, Billions - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 13 out of 42"
PGDP%Q@WOR.Q.FGI,"World, Gross Domestic Product Deflator, Quarter-on-Quarter Percent Change, SAAR, Unit - Percent change on previous period, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 102 out of 204"
BPMG$%@LAXB.Q.FGI,"Latin America Excluding Brazil, BOP Goods Imports, US$, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 18"
GDDR@MENXI.Q.FGI,"Middle East and North Africa Excluding Israel, Real Gross Domestic Demand (Absorption), lcu, Unit - Index - 2015, Data edge: 2016Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 9 out of 20"
POIL@WORXU.Q.FGBA1,"World Excluding USA, Price of Crude Oil, LCU basis, Unit - Index, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 203"
RMMM@APXC.Q.FGI,"Asia-Pacific Excluding China, Interest Rate: Money Market, Unit - Percentage, Data edge: 2018Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 39"
RX%@WOROX.Q.FGBA1,"World Oil Exporters, Exchange Rate, LCU per US$, Period Average, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 38"
GDDR@NAFXM.Q.FGBA1,"NAFTA Excluding Mexico, Real Gross Domestic Demand (Absorption), lcu, Unit - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 2"
X$%Q@EMU11.Q.FGI,"Eurozone, 1999-2000, Nominal NIA Exports in U.S. Dollars, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 11 out of 11"
WPI$%@NAFXM.Q.FGBA1,"NAFTA Excluding Mexico, Wholesale-Producer Price Index, Dollar Basis, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 2"
IRXG$%Q@MENOX.Q.FGI,"Middle East & North Africa Oil Exporters, Growth Rate: International Reserves Excluding Gold, US$, Quarter-on-Quarter SAAR Percent Change, Unit - Percent change on previous period, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 9 out of 15"
JRX@GCC.Q.FGI,"Gulf Cooperation Council Countries, Exchange Rate Index, Period Average (LCU per US$), Unit - Index - 2015, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 6"
GDPRY@EURC.Q.FGBA1,"Europe + CIS (Commonwealth of Independent States), Real Gross Domestic Product, 2005 yen, Trillions - Japanese Yen - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 52"
BPMG$%Q@SS.Q.FGI,"Sub-Saharan Africa, BOP Goods Imports, US$, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 47"
MBROAD$%Q@AMERS.Q.FGI,"Americas, Growth Rate, Broad Money Supply, Period End, Quarter-on-Quarter, SAAR, Percent Change, US$, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 44"
X$%@MEA.Q.FGI,"Middle East & Africa, Nominal NIA Exports in U.S. Dollars, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 32 out of 68"
MBROAD$%@ADVXU.Q.FGBA1,"Advanced Economies Excluding USA (ADVXU), Growth Rate, Broad Money Supply, Period End, Year-on-Year Percent Change, US$, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 31"
PM$%Q@SOAS.Q.FGI,"South Asia, NIA Imports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Quarter-on-Quarter Percent Change, SAAR, Unit - Percent change on previous period, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 8"
PSHGBAL@EG4.Q.FGBA1,"European Group of 4, Fiscal Balance: Current, % of GDP, general government, Unit - Percentage, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 4"
GDP%@LAXB.Q.FGI,"Latin America Excluding Brazil, Nominal GDP, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 10 out of 18"
PGDP%@DVG.Q.FGI,"Developing Countries, Gross Domestic Product Deflator, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 22 out of 119"
PGDP%@EMG.Q.FGI,"Emerging Markets, Gross Domestic Product Deflator, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 49 out of 53"
GDPRE@NAFXM.Q.FGBA1,"NAFTA Excluding Mexico, Real GDP (Gross Domestic Product), euro, Billions - Euro - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 2"
PGDP%@MEA.Q.FGI,"Middle East & Africa, Gross Domestic Product Deflator, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 32 out of 68"
PSHGDS@G8.Q.FGBA1,"G-8, Nominal share of GDP: Gross Domestic Saving = Gross Domestic Saving Rate, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 8"
RXINV@APEC.Q.FGBA1,"Asia-Pacific Economic Cooperation, Inverse Exchange Rate, Period Average, Unit - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 21"
XE%@MENMR.Q.FGI,"Middle East and North Africa: Medium Risk, Nominal NIA Exports in Euros, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 4"
GDPP$NP@AP.Q.FGBA1,"Asia-Pacific, Nominal GDP Per Capita, PPP$, Unit - U.S. Dollar, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 40"
CR$NP%@EURC.Q.FGBA1,"Europe + CIS (Commonwealth of Independent States), Growth Rate: Real Private Consumption Per Capita, Unit - Percentage, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 52"
GDDRE@CIS.Q.FGI,"CIS: Commonwealth of Independent States, Real Gross Domestic Demand (Absorption), euro, Billions - Euro - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 11"
